complaint_id,text,category,priority,sentiment,resolution_time
42478,Trade-related query No rush.,Trade,Low,positive,29
42479,Need bulk order details,Trade,Medium,neutral,11
42480,Torn box asap!!,Packaging,High,negative,2
42481,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,14
42482,This product broke immediately,Product,Medium,neutral,15
42483,Box was broken immediately!!!,Packaging,High,negative,5
42484,Poor packaging quality emergency!!!,Packaging,High,negative,5
42485,Damaged packaging No rush.,Packaging,Low,positive,16
42486,Torn box,Packaging,High,negative,2
42487,Product malfunctioning emergency!!!,Product,High,negative,1
42488,This product broke immediately,Product,Medium,neutral,12
42489,The package was crushed resolve soon!!!,Packaging,High,negative,5
42490,The package was crushed critical!!,Packaging,High,negative,5
42491,I need a quote for a large order No rush.,Trade,Low,positive,23
42492,I need a quote for a large order,Trade,Medium,neutral,13
42493,Box was broken,Packaging,High,negative,4
42494,Inquiry about pricing No rush.,Trade,Low,positive,25
42495,I need a quote for a large order emergency!!,Trade,High,negative,4
42496,Quality is terrible and broke emergency!,Product,High,negative,1
42497,Product malfunctioning emergency!,Product,High,negative,2
42498,Product malfunctioning No rush.,Product,Low,positive,28
42499,I need a quote for a large order immediately!!,Trade,High,negative,4
42500,The package was crushed,Packaging,High,negative,3
42501,Product stopped working No rush.,Product,Low,positive,29
42502,What is the wholesale price? critical!!,Trade,High,negative,1
42503,Box was broken It has been 3 days.,Packaging,Medium,neutral,14
42504,I need a refund because it broke fast!!!,Product,High,negative,2
42505,Need bulk order details It has been 4 days.,Trade,Medium,neutral,10
42506,Defective item received,Product,High,negative,5
42507,Trade-related query emergency!,Trade,High,negative,3
42508,Quality is terrible and broke No rush.,Product,Low,positive,24
42509,What is the wholesale price? urgent!!!,Trade,High,negative,4
42510,Damaged packaging urgent!,Packaging,High,negative,2
42511,This product broke immediately It has been 5 days.,Product,Medium,neutral,13
42512,I need a refund because it broke,Product,Medium,neutral,8
42513,I need a quote for a large order,Trade,Medium,neutral,6
42514,The package was crushed,Packaging,High,negative,2
42515,Poor packaging quality,Packaging,Medium,neutral,10
42516,I need a refund because it broke,Product,Medium,neutral,14
42517,I need a quote for a large order No rush.,Trade,Low,positive,21
42518,This product broke immediately,Product,High,negative,4
42519,Need bulk order details,Trade,High,negative,4
42520,Torn box quick!,Packaging,High,negative,2
42521,I need a refund because it broke,Product,High,negative,5
42522,Trade-related query No rush.,Trade,Low,positive,28
42523,Torn box It has been 2 days.,Packaging,Medium,neutral,13
42524,Need bulk order details,Trade,High,negative,5
42525,Item is completely broken,Product,Medium,neutral,14
42526,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,15
42527,Product malfunctioning It has been 5 days.,Product,Medium,neutral,6
42528,Wrapping was completely destroyed No rush.,Packaging,Low,positive,28
42529,Inquiry about pricing,Trade,High,negative,1
42530,Box was broken,Packaging,Medium,neutral,7
42531,Wrapping was completely destroyed urgent!!!,Packaging,High,negative,5
42532,Item is completely broken No rush.,Product,Low,positive,20
42533,Product stopped working,Product,Medium,neutral,13
42534,Torn box,Packaging,Medium,neutral,15
42535,Item is completely broken,Product,High,negative,3
42536,Damaged packaging fast!!!,Packaging,High,negative,5
42537,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,9
42538,I need a refund because it broke urgent!,Product,High,negative,4
42539,Trade-related query urgent!!,Trade,High,negative,5
42540,Trade-related query No rush.,Trade,Low,positive,30
42541,Defective item received,Product,High,negative,2
42542,Torn box No rush.,Packaging,Low,positive,17
42543,Wrapping was completely destroyed,Packaging,Medium,neutral,8
42544,Box was broken asap!,Packaging,High,negative,3
42545,This product broke immediately,Product,Medium,neutral,15
42546,Product malfunctioning,Product,High,negative,2
42547,Torn box,Packaging,Medium,neutral,13
42548,What is the wholesale price?,Trade,Medium,neutral,14
42549,Trade-related query,Trade,High,negative,3
42550,The package was crushed It has been 4 days.,Packaging,Medium,neutral,8
42551,Product stopped working asap!,Product,High,negative,3
42552,Product stopped working No rush.,Product,Low,positive,27
42553,Poor packaging quality,Packaging,Medium,neutral,9
42554,Trade-related query deadline!,Trade,High,negative,1
42555,The package was crushed No rush.,Packaging,Low,positive,16
42556,Poor packaging quality immediately!!!,Packaging,High,negative,1
42557,Wrapping was completely destroyed immediately!,Packaging,High,negative,2
42558,Need bulk order details,Trade,High,negative,5
42559,Damaged packaging It has been 3 days.,Packaging,Medium,neutral,15
42560,What is the wholesale price? No rush.,Trade,Low,positive,30
42561,Defective item received,Product,High,negative,2
42562,What is the wholesale price?,Trade,Medium,neutral,10
42563,I need a quote for a large order,Trade,High,negative,2
42564,The package was crushed No rush.,Packaging,Low,positive,22
42565,Product stopped working asap!!!,Product,High,negative,5
42566,Poor packaging quality It has been 5 days.,Packaging,Medium,neutral,6
42567,Trade-related query urgent!!!,Trade,High,negative,3
42568,Trade-related query It has been 5 days.,Trade,Medium,neutral,9
42569,Poor packaging quality No rush.,Packaging,Low,positive,27
42570,Product stopped working fast!,Product,High,negative,1
42571,What is the wholesale price?,Trade,Medium,neutral,7
42572,I need a quote for a large order,Trade,High,negative,5
42573,Need bulk order details asap!!,Trade,High,negative,3
42574,Quality is terrible and broke deadline!!!,Product,High,negative,5
42575,Torn box It has been 5 days.,Packaging,Medium,neutral,7
42576,Defective item received,Product,Medium,neutral,12
42577,Product stopped working resolve soon!!!,Product,High,negative,1
42578,What is the wholesale price? deadline!!!,Trade,High,negative,5
42579,This product broke immediately No rush.,Product,Low,positive,23
42580,Trade-related query immediately!!,Trade,High,negative,2
42581,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,14
42582,Item is completely broken No rush.,Product,Low,positive,16
42583,Poor packaging quality,Packaging,Medium,neutral,12
42584,I need a refund because it broke,Product,Medium,neutral,14
42585,The package was crushed critical!,Packaging,High,negative,1
42586,Trade-related query critical!!,Trade,High,negative,3
42587,What is the wholesale price? critical!,Trade,High,negative,1
42588,Box was broken asap!!!,Packaging,High,negative,2
42589,I need a quote for a large order No rush.,Trade,Low,positive,23
42590,What is the wholesale price?,Trade,High,negative,4
42591,Product malfunctioning emergency!!!,Product,High,negative,4
42592,Wrapping was completely destroyed asap!,Packaging,High,negative,1
42593,I need a quote for a large order No rush.,Trade,Low,positive,24
42594,The package was crushed No rush.,Packaging,Low,positive,21
42595,Quality is terrible and broke immediately!!,Product,High,negative,3
42596,Inquiry about pricing,Trade,High,negative,3
42597,Need bulk order details It has been 5 days.,Trade,Medium,neutral,9
42598,Wrapping was completely destroyed No rush.,Packaging,Low,positive,17
42599,What is the wholesale price? urgent!,Trade,High,negative,4
42600,Box was broken,Packaging,High,negative,1
42601,Need bulk order details immediately!,Trade,High,negative,5
42602,Quality is terrible and broke immediately!!,Product,High,negative,5
42603,Product malfunctioning It has been 4 days.,Product,Medium,neutral,13
42604,The package was crushed No rush.,Packaging,Low,positive,20
42605,What is the wholesale price? No rush.,Trade,Low,positive,23
42606,What is the wholesale price? No rush.,Trade,Low,positive,19
42607,Poor packaging quality It has been 5 days.,Packaging,Medium,neutral,8
42608,Product stopped working No rush.,Product,Low,positive,22
42609,Product malfunctioning,Product,Medium,neutral,9
42610,Item is completely broken No rush.,Product,Low,positive,30
42611,The package was crushed It has been 3 days.,Packaging,Medium,neutral,7
42612,Product malfunctioning emergency!,Product,High,negative,5
42613,The package was crushed No rush.,Packaging,Low,positive,19
42614,Item is completely broken deadline!!!,Product,High,negative,5
42615,Product stopped working fast!,Product,High,negative,1
42616,Box was broken asap!!!,Packaging,High,negative,1
42617,Inquiry about pricing It has been 3 days.,Trade,Medium,neutral,9
42618,I need a quote for a large order deadline!!,Trade,High,negative,3
42619,Trade-related query No rush.,Trade,Low,positive,26
42620,This product broke immediately,Product,Medium,neutral,11
42621,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,11
42622,Trade-related query deadline!!,Trade,High,negative,2
42623,This product broke immediately critical!,Product,High,negative,5
42624,Product malfunctioning emergency!!,Product,High,negative,5
42625,Need bulk order details,Trade,High,negative,2
42626,The package was crushed No rush.,Packaging,Low,positive,19
42627,Inquiry about pricing,Trade,Medium,neutral,8
42628,Trade-related query No rush.,Trade,Low,positive,29
42629,Damaged packaging resolve soon!!!,Packaging,High,negative,5
42630,Product stopped working No rush.,Product,Low,positive,29
42631,What is the wholesale price? resolve soon!!,Trade,High,negative,3
42632,Inquiry about pricing critical!,Trade,High,negative,1
42633,This product broke immediately,Product,Medium,neutral,15
42634,This product broke immediately It has been 3 days.,Product,Medium,neutral,11
42635,The package was crushed,Packaging,Medium,neutral,15
42636,Product stopped working,Product,Medium,neutral,8
42637,Trade-related query quick!!!,Trade,High,negative,1
42638,I need a refund because it broke,Product,High,negative,4
42639,Quality is terrible and broke,Product,Medium,neutral,14
42640,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,14
42641,Box was broken No rush.,Packaging,Low,positive,30
42642,Need bulk order details No rush.,Trade,Low,positive,23
42643,I need a quote for a large order critical!,Trade,High,negative,3
42644,Quality is terrible and broke immediately!!!,Product,High,negative,1
42645,I need a quote for a large order asap!!,Trade,High,negative,1
42646,Inquiry about pricing deadline!!,Trade,High,negative,4
42647,Product stopped working deadline!!!,Product,High,negative,4
42648,Quality is terrible and broke,Product,Medium,neutral,12
42649,This product broke immediately quick!,Product,High,negative,1
42650,Wrapping was completely destroyed It has been 3 days.,Packaging,Medium,neutral,13
42651,Box was broken,Packaging,Medium,neutral,7
42652,Defective item received,Product,High,negative,5
42653,Poor packaging quality,Packaging,Medium,neutral,12
42654,Poor packaging quality,Packaging,Medium,neutral,14
42655,Poor packaging quality It has been 5 days.,Packaging,Medium,neutral,6
42656,What is the wholesale price?,Trade,High,negative,5
42657,Defective item received It has been 2 days.,Product,Medium,neutral,11
42658,Product malfunctioning No rush.,Product,Low,positive,23
42659,I need a quote for a large order deadline!,Trade,High,negative,2
42660,The package was crushed emergency!,Packaging,High,negative,3
42661,Defective item received,Product,Medium,neutral,11
42662,Box was broken It has been 5 days.,Packaging,Medium,neutral,10
42663,I need a quote for a large order It has been 4 days.,Trade,Medium,neutral,13
42664,Box was broken It has been 4 days.,Packaging,Medium,neutral,8
42665,Trade-related query,Trade,Medium,neutral,11
42666,I need a quote for a large order No rush.,Trade,Low,positive,29
42667,Poor packaging quality It has been 5 days.,Packaging,Medium,neutral,13
42668,Torn box,Packaging,High,negative,4
42669,Product malfunctioning,Product,Medium,neutral,12
42670,Need bulk order details,Trade,High,negative,1
42671,Box was broken,Packaging,Medium,neutral,7
42672,Poor packaging quality asap!,Packaging,High,negative,5
42673,Defective item received fast!!,Product,High,negative,5
42674,Item is completely broken No rush.,Product,Low,positive,27
42675,I need a refund because it broke It has been 2 days.,Product,Medium,neutral,11
42676,Trade-related query,Trade,Medium,neutral,9
42677,I need a refund because it broke emergency!!,Product,High,negative,2
42678,Trade-related query critical!!!,Trade,High,negative,4
42679,I need a refund because it broke fast!,Product,High,negative,4
42680,Need bulk order details No rush.,Trade,Low,positive,19
42681,Product stopped working emergency!,Product,High,negative,2
42682,Need bulk order details,Trade,Medium,neutral,13
42683,Quality is terrible and broke,Product,Medium,neutral,12
42684,Product stopped working It has been 3 days.,Product,Medium,neutral,10
42685,The package was crushed,Packaging,Medium,neutral,12
42686,I need a quote for a large order fast!!,Trade,High,negative,3
42687,Box was broken It has been 3 days.,Packaging,Medium,neutral,11
42688,Trade-related query No rush.,Trade,Low,positive,23
42689,Damaged packaging fast!,Packaging,High,negative,5
42690,Product stopped working critical!!,Product,High,negative,1
42691,Box was broken,Packaging,High,negative,4
42692,Product malfunctioning No rush.,Product,Low,positive,30
42693,What is the wholesale price?,Trade,Medium,neutral,7
42694,Item is completely broken asap!,Product,High,negative,5
42695,Torn box fast!!!,Packaging,High,negative,3
42696,What is the wholesale price? immediately!!!,Trade,High,negative,2
42697,Box was broken emergency!!,Packaging,High,negative,2
42698,This product broke immediately,Product,Medium,neutral,11
42699,Item is completely broken,Product,High,negative,1
42700,Poor packaging quality fast!!,Packaging,High,negative,1
42701,Inquiry about pricing,Trade,Medium,neutral,15
42702,Torn box It has been 5 days.,Packaging,Medium,neutral,10
42703,Product malfunctioning quick!,Product,High,negative,3
42704,Trade-related query No rush.,Trade,Low,positive,24
42705,Torn box No rush.,Packaging,Low,positive,17
42706,This product broke immediately,Product,High,negative,3
42707,Inquiry about pricing deadline!,Trade,High,negative,4
42708,Torn box asap!!!,Packaging,High,negative,3
42709,Need bulk order details deadline!!!,Trade,High,negative,3
42710,Product malfunctioning,Product,High,negative,1
42711,Torn box immediately!!!,Packaging,High,negative,2
42712,Box was broken It has been 2 days.,Packaging,Medium,neutral,13
42713,Product stopped working No rush.,Product,Low,positive,27
42714,I need a refund because it broke asap!!,Product,High,negative,2
42715,Product stopped working It has been 2 days.,Product,Medium,neutral,14
42716,The package was crushed,Packaging,Medium,neutral,14
42717,Item is completely broken No rush.,Product,Low,positive,16
42718,Wrapping was completely destroyed No rush.,Packaging,Low,positive,16
42719,Wrapping was completely destroyed,Packaging,Medium,neutral,10
42720,Need bulk order details urgent!!!,Trade,High,negative,4
42721,Quality is terrible and broke urgent!!!,Product,High,negative,5
42722,Quality is terrible and broke emergency!!,Product,High,negative,1
42723,Inquiry about pricing It has been 4 days.,Trade,Medium,neutral,7
42724,Torn box,Packaging,Medium,neutral,6
42725,Wrapping was completely destroyed No rush.,Packaging,Low,positive,28
42726,The package was crushed immediately!!,Packaging,High,negative,5
42727,Product malfunctioning,Product,Medium,neutral,15
42728,Poor packaging quality critical!!,Packaging,High,negative,1
42729,Need bulk order details,Trade,Medium,neutral,14
42730,Poor packaging quality,Packaging,Medium,neutral,13
42731,Item is completely broken fast!!!,Product,High,negative,2
42732,Product malfunctioning resolve soon!!,Product,High,negative,5
42733,The package was crushed,Packaging,Medium,neutral,8
42734,Damaged packaging It has been 3 days.,Packaging,Medium,neutral,7
42735,Product malfunctioning It has been 3 days.,Product,Medium,neutral,13
42736,Box was broken,Packaging,High,negative,2
42737,Inquiry about pricing No rush.,Trade,Low,positive,16
42738,This product broke immediately fast!!,Product,High,negative,2
42739,Torn box immediately!,Packaging,High,negative,1
42740,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,9
42741,The package was crushed,Packaging,Medium,neutral,10
42742,What is the wholesale price? fast!!!,Trade,High,negative,5
42743,Defective item received quick!,Product,High,negative,2
42744,What is the wholesale price?,Trade,Medium,neutral,11
42745,Damaged packaging immediately!!,Packaging,High,negative,4
42746,I need a quote for a large order,Trade,Medium,neutral,14
42747,The package was crushed It has been 3 days.,Packaging,Medium,neutral,9
42748,Poor packaging quality,Packaging,High,negative,2
42749,Item is completely broken No rush.,Product,Low,positive,30
42750,Defective item received urgent!!!,Product,High,negative,5
42751,The package was crushed No rush.,Packaging,Low,positive,29
42752,Box was broken resolve soon!!!,Packaging,High,negative,3
42753,Damaged packaging,Packaging,Medium,neutral,12
42754,Product stopped working,Product,High,negative,5
42755,Product stopped working,Product,Medium,neutral,15
42756,Wrapping was completely destroyed No rush.,Packaging,Low,positive,17
42757,Product malfunctioning asap!!!,Product,High,negative,5
42758,Box was broken,Packaging,High,negative,3
42759,Trade-related query,Trade,Medium,neutral,9
42760,Product malfunctioning It has been 3 days.,Product,Medium,neutral,7
42761,Wrapping was completely destroyed immediately!!,Packaging,High,negative,4
42762,What is the wholesale price? It has been 4 days.,Trade,Medium,neutral,11
42763,Poor packaging quality No rush.,Packaging,Low,positive,30
42764,Need bulk order details It has been 3 days.,Trade,Medium,neutral,10
42765,Product malfunctioning It has been 3 days.,Product,Medium,neutral,6
42766,Item is completely broken fast!!!,Product,High,negative,3
42767,Torn box quick!,Packaging,High,negative,5
42768,Item is completely broken,Product,Medium,neutral,6
42769,Product malfunctioning resolve soon!!,Product,High,negative,2
42770,What is the wholesale price? emergency!!!,Trade,High,negative,4
42771,Product stopped working emergency!!,Product,High,negative,3
42772,Trade-related query,Trade,High,negative,4
42773,What is the wholesale price? resolve soon!!!,Trade,High,negative,2
42774,Need bulk order details It has been 3 days.,Trade,Medium,neutral,11
42775,This product broke immediately urgent!!,Product,High,negative,5
42776,Wrapping was completely destroyed No rush.,Packaging,Low,positive,22
42777,The package was crushed,Packaging,Medium,neutral,9
42778,Quality is terrible and broke asap!!,Product,High,negative,3
42779,Inquiry about pricing,Trade,Medium,neutral,10
42780,I need a refund because it broke It has been 4 days.,Product,Medium,neutral,13
42781,Box was broken resolve soon!!!,Packaging,High,negative,1
42782,Trade-related query resolve soon!,Trade,High,negative,5
42783,Defective item received,Product,Medium,neutral,13
42784,Inquiry about pricing,Trade,Medium,neutral,15
42785,What is the wholesale price?,Trade,Medium,neutral,7
42786,Poor packaging quality deadline!,Packaging,High,negative,5
42787,Inquiry about pricing fast!!,Trade,High,negative,3
42788,This product broke immediately asap!!!,Product,High,negative,3
42789,Trade-related query No rush.,Trade,Low,positive,19
42790,What is the wholesale price? resolve soon!!!,Trade,High,negative,3
42791,Product malfunctioning No rush.,Product,Low,positive,24
42792,Damaged packaging,Packaging,High,negative,2
42793,Wrapping was completely destroyed It has been 4 days.,Packaging,Medium,neutral,10
42794,Product malfunctioning critical!!!,Product,High,negative,1
42795,Inquiry about pricing,Trade,Medium,neutral,6
42796,Product stopped working immediately!!!,Product,High,negative,1
42797,Product malfunctioning No rush.,Product,Low,positive,19
42798,I need a refund because it broke It has been 5 days.,Product,Medium,neutral,8
42799,Poor packaging quality No rush.,Packaging,Low,positive,29
42800,What is the wholesale price?,Trade,Medium,neutral,15
42801,I need a refund because it broke,Product,High,negative,3
42802,Torn box,Packaging,Medium,neutral,12
42803,Wrapping was completely destroyed asap!!,Packaging,High,negative,1
42804,Trade-related query,Trade,High,negative,3
42805,Product malfunctioning No rush.,Product,Low,positive,21
42806,I need a quote for a large order,Trade,High,negative,1
42807,Product stopped working deadline!!,Product,High,negative,5
42808,Wrapping was completely destroyed resolve soon!!!,Packaging,High,negative,5
42809,Poor packaging quality,Packaging,Medium,neutral,13
42810,Inquiry about pricing asap!!!,Trade,High,negative,3
42811,Product malfunctioning,Product,Medium,neutral,11
42812,What is the wholesale price? fast!!!,Trade,High,negative,2
42813,Product stopped working No rush.,Product,Low,positive,26
42814,What is the wholesale price? No rush.,Trade,Low,positive,23
42815,The package was crushed,Packaging,Medium,neutral,11
42816,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,14
42817,This product broke immediately No rush.,Product,Low,positive,27
42818,Trade-related query,Trade,Medium,neutral,9
42819,Quality is terrible and broke It has been 5 days.,Product,Medium,neutral,9
42820,Inquiry about pricing No rush.,Trade,Low,positive,26
42821,Product stopped working quick!!,Product,High,negative,4
42822,I need a refund because it broke critical!!,Product,High,negative,4
42823,Quality is terrible and broke It has been 5 days.,Product,Medium,neutral,7
42824,Need bulk order details It has been 2 days.,Trade,Medium,neutral,13
42825,What is the wholesale price? immediately!,Trade,High,negative,5
42826,Torn box,Packaging,High,negative,3
42827,Product stopped working,Product,Medium,neutral,7
42828,Poor packaging quality No rush.,Packaging,Low,positive,16
42829,The package was crushed No rush.,Packaging,Low,positive,19
42830,Product stopped working,Product,Medium,neutral,8
42831,Box was broken,Packaging,Medium,neutral,12
42832,I need a quote for a large order,Trade,High,negative,1
42833,Box was broken No rush.,Packaging,Low,positive,30
42834,I need a quote for a large order,Trade,High,negative,4
42835,This product broke immediately It has been 2 days.,Product,Medium,neutral,7
42836,Quality is terrible and broke,Product,Medium,neutral,10
42837,This product broke immediately It has been 4 days.,Product,Medium,neutral,9
42838,Poor packaging quality fast!,Packaging,High,negative,1
42839,Quality is terrible and broke No rush.,Product,Low,positive,28
42840,This product broke immediately It has been 4 days.,Product,Medium,neutral,8
42841,Trade-related query immediately!!!,Trade,High,negative,2
42842,The package was crushed critical!!,Packaging,High,negative,5
42843,Poor packaging quality It has been 5 days.,Packaging,Medium,neutral,14
42844,Item is completely broken No rush.,Product,Low,positive,24
42845,Poor packaging quality No rush.,Packaging,Low,positive,22
42846,Product malfunctioning No rush.,Product,Low,positive,21
42847,Trade-related query,Trade,High,negative,3
42848,The package was crushed No rush.,Packaging,Low,positive,26
42849,Poor packaging quality No rush.,Packaging,Low,positive,21
42850,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,6
42851,Damaged packaging,Packaging,High,negative,2
42852,Quality is terrible and broke,Product,Medium,neutral,7
42853,Damaged packaging critical!,Packaging,High,negative,4
42854,The package was crushed No rush.,Packaging,Low,positive,30
42855,Trade-related query,Trade,High,negative,3
42856,Trade-related query,Trade,Medium,neutral,10
42857,This product broke immediately immediately!!!,Product,High,negative,1
42858,The package was crushed,Packaging,Medium,neutral,7
42859,Poor packaging quality resolve soon!!,Packaging,High,negative,4
42860,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,8
42861,This product broke immediately No rush.,Product,Low,positive,17
42862,Damaged packaging urgent!!!,Packaging,High,negative,1
42863,Product stopped working It has been 4 days.,Product,Medium,neutral,14
42864,Damaged packaging emergency!,Packaging,High,negative,1
42865,Need bulk order details fast!,Trade,High,negative,4
42866,Inquiry about pricing It has been 3 days.,Trade,Medium,neutral,11
42867,Inquiry about pricing deadline!!,Trade,High,negative,3
42868,Trade-related query,Trade,High,negative,5
42869,Trade-related query quick!!,Trade,High,negative,3
42870,I need a quote for a large order It has been 4 days.,Trade,Medium,neutral,7
42871,This product broke immediately It has been 4 days.,Product,Medium,neutral,7
42872,Need bulk order details,Trade,Medium,neutral,14
42873,Product stopped working,Product,Medium,neutral,8
42874,Inquiry about pricing immediately!!,Trade,High,negative,4
42875,Poor packaging quality quick!!,Packaging,High,negative,5
42876,Box was broken immediately!,Packaging,High,negative,1
42877,The package was crushed No rush.,Packaging,Low,positive,28
42878,I need a refund because it broke fast!!!,Product,High,negative,2
42879,I need a quote for a large order It has been 3 days.,Trade,Medium,neutral,8
42880,Product malfunctioning No rush.,Product,Low,positive,20
42881,Inquiry about pricing,Trade,Medium,neutral,15
42882,Poor packaging quality,Packaging,High,negative,4
42883,This product broke immediately No rush.,Product,Low,positive,29
42884,What is the wholesale price? It has been 4 days.,Trade,Medium,neutral,13
42885,Item is completely broken No rush.,Product,Low,positive,18
42886,Product malfunctioning asap!!,Product,High,negative,4
42887,Torn box It has been 2 days.,Packaging,Medium,neutral,13
42888,The package was crushed fast!!,Packaging,High,negative,3
42889,Torn box No rush.,Packaging,Low,positive,27
42890,Damaged packaging It has been 5 days.,Packaging,Medium,neutral,10
42891,Poor packaging quality,Packaging,Medium,neutral,15
42892,Need bulk order details It has been 4 days.,Trade,Medium,neutral,13
42893,Trade-related query emergency!!!,Trade,High,negative,5
42894,Wrapping was completely destroyed,Packaging,Medium,neutral,11
42895,The package was crushed fast!!,Packaging,High,negative,2
42896,The package was crushed asap!,Packaging,High,negative,4
42897,Product malfunctioning,Product,High,negative,1
42898,Torn box,Packaging,Medium,neutral,15
42899,Need bulk order details,Trade,Medium,neutral,14
42900,What is the wholesale price? It has been 3 days.,Trade,Medium,neutral,14
42901,Product malfunctioning critical!!,Product,High,negative,1
42902,What is the wholesale price?,Trade,Medium,neutral,10
42903,Damaged packaging,Packaging,Medium,neutral,15
42904,Product malfunctioning,Product,Medium,neutral,12
42905,Product malfunctioning No rush.,Product,Low,positive,29
42906,Trade-related query It has been 2 days.,Trade,Medium,neutral,13
42907,Poor packaging quality It has been 3 days.,Packaging,Medium,neutral,15
42908,Torn box urgent!,Packaging,High,negative,5
42909,Poor packaging quality,Packaging,Medium,neutral,11
42910,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,15
42911,Need bulk order details It has been 2 days.,Trade,Medium,neutral,7
42912,Need bulk order details,Trade,Medium,neutral,11
42913,I need a quote for a large order No rush.,Trade,Low,positive,28
42914,Box was broken It has been 4 days.,Packaging,Medium,neutral,13
42915,This product broke immediately No rush.,Product,Low,positive,18
42916,Product malfunctioning No rush.,Product,Low,positive,21
42917,Trade-related query,Trade,Medium,neutral,7
42918,I need a quote for a large order critical!,Trade,High,negative,4
42919,Defective item received,Product,Medium,neutral,15
42920,Trade-related query It has been 2 days.,Trade,Medium,neutral,10
42921,Quality is terrible and broke,Product,Medium,neutral,11
42922,Product malfunctioning emergency!!,Product,High,negative,4
42923,What is the wholesale price? No rush.,Trade,Low,positive,21
42924,Quality is terrible and broke critical!!!,Product,High,negative,2
42925,Product stopped working emergency!!,Product,High,negative,3
42926,Inquiry about pricing resolve soon!,Trade,High,negative,3
42927,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,11
42928,What is the wholesale price? No rush.,Trade,Low,positive,30
42929,Product stopped working,Product,Medium,neutral,7
42930,Inquiry about pricing resolve soon!!!,Trade,High,negative,1
42931,Trade-related query It has been 2 days.,Trade,Medium,neutral,13
42932,Defective item received No rush.,Product,Low,positive,30
42933,I need a refund because it broke No rush.,Product,Low,positive,16
42934,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,15
42935,Inquiry about pricing No rush.,Trade,Low,positive,23
42936,Quality is terrible and broke critical!,Product,High,negative,4
42937,Item is completely broken fast!,Product,High,negative,3
42938,Box was broken,Packaging,Medium,neutral,6
42939,I need a refund because it broke It has been 4 days.,Product,Medium,neutral,10
42940,I need a refund because it broke No rush.,Product,Low,positive,17
42941,Damaged packaging No rush.,Packaging,Low,positive,17
42942,What is the wholesale price? No rush.,Trade,Low,positive,22
42943,Wrapping was completely destroyed No rush.,Packaging,Low,positive,26
42944,I need a refund because it broke,Product,Medium,neutral,6
42945,Box was broken immediately!!,Packaging,High,negative,2
42946,Damaged packaging,Packaging,High,negative,5
42947,Box was broken fast!!!,Packaging,High,negative,3
42948,The package was crushed deadline!!!,Packaging,High,negative,5
42949,Box was broken No rush.,Packaging,Low,positive,18
42950,Box was broken It has been 2 days.,Packaging,Medium,neutral,15
42951,Trade-related query emergency!!,Trade,High,negative,4
42952,Poor packaging quality,Packaging,Medium,neutral,12
42953,Damaged packaging,Packaging,Medium,neutral,9
42954,Box was broken,Packaging,Medium,neutral,12
42955,Box was broken,Packaging,High,negative,3
42956,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,10
42957,Torn box It has been 3 days.,Packaging,Medium,neutral,12
42958,Torn box No rush.,Packaging,Low,positive,30
42959,Wrapping was completely destroyed urgent!!!,Packaging,High,negative,2
42960,I need a quote for a large order It has been 5 days.,Trade,Medium,neutral,8
42961,The package was crushed,Packaging,Medium,neutral,11
42962,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,13
42963,Inquiry about pricing fast!!!,Trade,High,negative,5
42964,Quality is terrible and broke,Product,High,negative,2
42965,Inquiry about pricing fast!!,Trade,High,negative,4
42966,What is the wholesale price? asap!!,Trade,High,negative,1
42967,Wrapping was completely destroyed deadline!!!,Packaging,High,negative,4
42968,Box was broken,Packaging,High,negative,4
42969,Need bulk order details asap!!,Trade,High,negative,5
42970,Wrapping was completely destroyed urgent!!!,Packaging,High,negative,5
42971,Damaged packaging resolve soon!!!,Packaging,High,negative,4
42972,I need a quote for a large order,Trade,Medium,neutral,9
42973,Trade-related query,Trade,Medium,neutral,15
42974,Product stopped working No rush.,Product,Low,positive,28
42975,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,12
42976,I need a refund because it broke,Product,Medium,neutral,11
42977,Defective item received,Product,High,negative,1
42978,Box was broken,Packaging,Medium,neutral,6
42979,Box was broken emergency!!!,Packaging,High,negative,1
42980,Trade-related query No rush.,Trade,Low,positive,28
42981,I need a quote for a large order emergency!,Trade,High,negative,4
42982,Defective item received resolve soon!!,Product,High,negative,3
42983,Product stopped working It has been 4 days.,Product,Medium,neutral,11
42984,Poor packaging quality asap!!!,Packaging,High,negative,1
42985,I need a quote for a large order No rush.,Trade,Low,positive,21
42986,Inquiry about pricing asap!!!,Trade,High,negative,2
